key	value
alyssa_milano	220
amanda_donohoe	221
amanda_plummer	222
amanda_smith	223
amanda_swisten	224
amber_heard	225
amber_tamblyn	226
amer_isanovic	227
amie_carey	228
amit_yogev	229
amma_agyapon	230
amy-aquino	231
amy_adams	232
amy_brenneman	233
amy_irving	234
amy_lawson	235
amy_matysio	236
amy_smart	237
amy_v_dewhurst	238
amy_wilson	239
amy_yasbeck	240
ana_gasteyer	241
anais_martinez	242
andre_dussollier	243
andre_gregory	244
andre_morell	245
andre_techine	246
andrea-corr	247
andreas_katsulas	248
andrew_adamson	249
andrew_airlie	250
andrew_bergman	251
andrew_bradford	252
andrew_carmichael	253
andrew_charles_corbett	254
andrew_dominik	255
andrew_fleming	256
andrew_garfield	257
andrew_j_lederer	258
andrew_marton	259
andrew_mccarthy	260
andrew_tiernan	261
andy_dick	262
andy_garcia	263
andy_richter	264
andy_romano	265
andy_serkis	266
andy_umberger	267
ang_lee	268
angel_salazar	269
angela-aames	270
angela_bassett	271
angela_curran	272
angela_featherstone	273
angela_lansbury	274
angela_sun	275
angelina_jolie	276
angelina_pelaez	277
angelo_spizzirri	278
angie_dickinson	279
anita_gillette	280
anjelicahuston	281
anjul-nigam	282
ann_cusack	283
ann_doran	284
ann_magnuson	285
ann_robinson	286
ann_thomas	287
anna_faris	288
anna_galiena	289
anna_karina	290
anna_katarina	291
anna_mangano	292
anna_may_wong	293
anna_paquin	294
anna_shin	295
annabel_porter	296
annabella_sciorra	297
annabeth_gish	298
annalene_beechey	299
anne-reid	300
anne_archer	301
anne_bancroft	302
anne_bobby	303
anne_francis	304
anne_heche	305
annette_bening	306
annette_crosbie	307
annie-corley	308
annie_parisse	309
annie_potts	310
annika_strandberg	311
annmargret	312
anthony_daniels	313
anthony_drazan	314
anthony_harvey	315
anthony_heald	316
anthony_holland	317
anthony_hopkins	318
anthony_lapaglia	319
anthony_lewis	320
anthony_mann	321
anthony_michael_hall	322
anthony_odonnell	323
anthony_perkins	324
anthony_rapp	325
anthony_ruivivar	326
anthony_zerbe	327
antoine_fuqua	328
antoni_corone	329
antonio_banderas	330
antony_carrick	331
arabella-field	332
archie_hahn_iii	333
arden-myrin	334
ari_libsker	335
ariana_richards	336
arielle_dombasle	337
arif_alaibegovic	338
arlene_reeder	339
arliss_howard	340
armin_muellerstahl	341
arnaldo_salazar	342
arnold_schwarzenegger	343
arnold_vosloo	344
arron_shiver	345
art_chudabala	346
art_evans	347
art_frankel	348
art_garfunkel	349
arthur-j-nascarella	350
arthur_anderson	351
arthur_french	352
arthur_hohl	353
arthur_kennedy	354
arthur_lowe	355
arye_gross	356
ashley_giancola	357
ashley_judd	358
ashley_peldon	359
ashley_scott	360
ashley_tisdale	361
ashley_wallen	362
ashton_kutcher	363
asia_argento	364
atsushi_watanabe	365
aubrey_lee_culp	366
aunjanue_ellis	367
austin_pendleton	368
autumn_reeser	369
ava_lazar	370
azura_skye	371
balthazar_getty	372
barak-heymann	373
barbara_bates	374
barbara_hershey	375
barbara_peterson_davis	376
barbara_williams	377
barnard_hughes	378
barry_del_sherman	379
barry_flatman	380
barry_kelley	381
barry_levinson	382
barry_norton	383
barry_pepper	384
barry_sonnenfeld	385
bart_johnson	386
barton_maclane	387
basil_hoffman	388
baziga	389
bd_wong	390
beatrice_maude	391
beau_starr	392
bebe_neuwirth	393
becki_newton	394
bela_lugosi	395
belinda_bauer	396
bellina_logan	397
ben-frommer	398
ben_affleck	399
ben_baker	400
ben_chaplin	401
ben_foster	402
ben_gant	403
ben_garner	404
ben_gazzara	405
ben_kingsley	406
ben_stein	407
ben_stiller	408
benempinga	409
benicio_del_toro	410
benjamin_bratt	411
benjamin_walker	412
bernard_bloch	413
bernard_fox	414
bernard_hill	415
bernie_kuby	416
bernie_littlewolf	417
bernie_mac	418
bert_freed	419
bert_parks	420
bess_flowers	421
beth_grant	422
beth_sheather	423
betsy_brantley	424
bette_midler	425
beverly_garland	426
beverly_todd	427
biff_elliot	428
bilal_bishop	429
bill-buell	430
bill-irwin	431
bill_bellamy	432
bill_chott	433
bill_cobbs	434
bill_condon	435
bill_cosby	436
bill_duke	437
bill_farmer	438
bill_lewin	439
bill_nighy	440
bill_paxton	441
bill_pullman	442
bill_raymond	443
bill_sadler	444
bill_smitrovich	445
billie_whitelaw	446
billy-hopkins	447
billy_bob_thornton	448
billy_connolly	449
billy_crudup	450
billy_crystal	451
billy_dee_williams	452
billy_drago	453
billy_gallo	454
billy_green_bush	455
billy_idol	456
billy_lloyd	457
billy_lucas	458
billy_wilder	459
billy_zane	460
bindu_de_stoppani	461
bj_barie	462
blair_underwood	463
blake_clark	464
blake_clayfield	465
blake_woodruff	466
blue-deckert	467
blythe_danner	468
bob_balaban	469
bob_dolman	470
bob_newhart	471
bob_rafelson	472
bob_swan	473
bobby_cannavale	474
bobby_harwell	475
bobby_steggert	476
bobby_watson	477
bokuzen_hidari	478
bombardier_billy_wells	479
bonjovi	480
bonnie_bedelia	481
bonnie_hunt	482
bonnie_mckee	483
bonnie_somerville	484
boots_southerland	485
boyd-gaines	486
boyd_banks	487
brad_anderson	488
brad_dourif	489
brad_garrett	490
brad_henke	491
brad_pitt	492
brad_renfro	493
brad_sullivan	494
bradley_cooper	495
brandon_irons	496
brandon_molale	497
brandon_olive	498
branko_smiljanic	499
breckin_meyer	500
brenda_blethyn	501
brenda_vaccaro	502
brendan_burns	503
brendan_fraser	504
brendan_gleeson	505
brendan_sexton_iii	506
brent_briscoe	507
brent_kinsman	508
brent_spiner	509
bret_roberts	510
brett_delbuono	511
brett_ratner	512
brian-reddy	513
brian-tarantina-ii	514
brian_blessed	515
brian_davies	516
brian_de_palma	517
brian_doylemurray	518
brian_george	519
brian_glover	520
brian_henson	521
brian_kerwin	522
brian_kolodziej	523
brian_markinson	524
brian_pettifer	525
brian_van_holt	526
brian_wheeler	527
brian_white	528
bridget_fonda	529
bridget_moynahan	530
bridgette_wilson	531
brinke_stevens	532
brittany_murphy	533
brittney_powell	534
bronson_pinchot	535
brooke_smith	536
brooklyn_proulx	537
bruce_a_young	538
bruce_altman	539
bruce_balden	540
bruce_bohne	541
bruce_campbell	542
bruce_davison	543
bruce_dern	544
bruce_e_holdstein	545
bruce_greenwood	546
bruce_malmuth	547
bruce_mcculloch	548
bruce_mcgill	549
bruce_norris	550
bruce_reitherman	551
bruce_willis	552
bruno_barreto	553
bruno_kirby	554
bruno_thost	555
bryan_brown	556
bryan_fagerstrom	557
bryan_friday	558
bryan_white	559
bryce_dallas_howard	560
bryon_weiss	561
buck_kartalian	562
bud_cort	563
budd_fine	564
burt_mustin	565
burt_reynolds	566
burt_young	567
buster_keaton	568
byron_foulger	569
byron_minns	570
c_ernst_harth	571
caesar_cordova	572
callie_thorne	573
callum_keith_rennie	574
calvin_bliid	575
cameron_alexander	576
cameron_bright	577
cameron_crowe	578
cameron_diaz	579
cameron_finley	580
camilla_belle	581
campbell_scott	582
camryn_manheim	583
candice_bergen	584
candice_evans	585
carl-ciarfalio	586
carl_brisson	587
carl_chase	588
carl_duering	589
carl_franklin	590
carl_milletaire	591
carl_reiner	592
carl_weathers	593
carla_gugino	594
carlos_alberto_lopez	595
carlos_carrasco	596
carlos_cestero	597
carlos_gomez	598
carlos_otero	599
carmen_ejogo	600
carmen_electra	601
carmen_guerrero	602
carol_burnett	603
carol_kane	604
caroline_aaron	605
caroline_lynn	606
carolyn_jones	607
carrie_fisher	608
carrie_preston	609
carroll_baker	610
carroll_ballard	611
cary_elwes	612
cary_grant	613
caryhiroyuki_tagawa	614
casey_affleck	615
casey_siemaszko	616
casper_cornish	617
cate_blanchett	618
catherine_campion	619
catherine_deneuve	620
catherine_keener	621
catherine_kellner	622
catherine_lough_haggquist	623
catherine_ohara	624
catherine_paolone	625
catherine_scorsese	626
catherine_zetajones	627
cathy_moriarty	628
cathy_shim	629
cch_pounder	630
cecelia_lipson	631
cecil_humphreys	632
cecil_kellaway	633
cecilia_antoinette	634
cedric_hardwicke	635
cedric_the_entertainer	636
celia-weston	637
celia_imrie	638
celine_dion	639
chad_dowdell	640
chad_mcqueen	641
chad_stuart	642
chandler_williams	643
chandra_west	644
chang_chen	645
channing_tatum	646
charlayne_woodard	647
charles_andre	648
charles_belcher	649
charles_dance	650
charles_drake	651
charles_durning	652
charles_evans	653
charles_gerrard	654
charles_henry_smith	655
charles_laughton	656
charles_levin	657
charles_mack	658
charles_matthau	659
charles_phillips	660
charles_s_dutton	661
charles_schneider	662
charles_scorsese	663
charlie-mcdermott	664
charlie_finn	665
charlie_hunnam	666
charlie_sheen	667
charlize_theron	668
charlotte_rampling	669
charlotte_stewart	670
charlotte_zucker	671
charlton_heston	672
chazz_palminteri	673
cheech_marin	674
chelcie_ross	675
cherry_jones	676
chi_mcbride	677
chiara_mastroianni	678
chieko_higashiyama	679
china-kantner	680
chiwetel-ejiofor	681
chloe_sevigny	682
chloe_webb	683
chow_yun_fat	684
chris-marquette	685
chris_cioffi	686
chris_cooper	687
chris_hemsworth	688
chris_isaak	689
chris_jarvis	690
chris_kattan	691
chris_klein	692
chris_ludacris_bridges	693
chris_masterson	694
chris_mulkey	695
chris_odonnell	696
chris_overton	697
chris_penn	698
chris_rock	699
chris_sarandon	700
chris_thomas_king	701
chris_tucker	702
chris_warren	703
chris_weitz	704
chris_worsey	705
christian_bale	706
christian_clavier	707
christian_coulson	708
christian_slater	709
christina_applegate	710
christina_cabot	711
christina_pickles	712
christina_ricci	713
christine_baranski	714
christine_cavanaugh	715
christine_lahti	716
christine_taylor	717
christopher-carley	718
christopher-kriesa	719
christopher_adamson	720
christopher_cousins	721
christopher_darga	722
christopher_eccleston	723
christopher_george_marquette	724
christopher_guest	725
christopher_john_fields	726
christopher_mcdonald	727
christopher_meloni	728
christopher_muncke	729
christopher_penn	730
christopher_plummer	731
christopher_sayour	732
christopher_walken	733
chuck-montgomery	734
chuck_hicks	735
chuck_jeffreys	736
chuck_norris	737
chuck_russell	738
chuck_stubbings	739
chuck_tamburro	740
ciaran_hinds	741
cicely_tyson	742
cindy_pickett	743
claire_danes	744
claire_forlani	745
claire_goodman	746
clancy_brown	747
clare_greet	748
clarence_williams_iii	749
clark_gregg	750
claude_rich	751
clif_stokes	752
cliff_curtis	753
cliff_osmond	754
clifford_a_pellow	755
clifford_david	756
clifton_collins_jr	757
clint_e_lilley	758
clint_eastwood	759
clint_howard	760
clinton_goldsmith	761
clive_mantle	762
clive_owen	763
cloris_leachman	764
clyde_bruckman	765
clyde_kusatsu	766
cole_hauser	767
cole_williams	768
coleen_maloney	769
colin_blakely	770
colin_farrell	771
colin_firth	772
colin_hanks	773
colin_salmon	774
colleen-fitzpatrick	775
colleen_camp	776
collin_chou	777
colm_feore	778
conchata_ferrell	779
connie-ray	780
connie_nielsen	781
conrad_roberts	782
conrad_vernon	783
constance_towers	784
coolio	785
corbin_allred	786
corbin_bleu	787
corey_johnson	788
corey_stoll	789
corey_yuen	790
corp_munto_anampio	791
costagavras	792
courteney_cox	793
courtney_hunt	794
craig-bruhnanski	795
craig-davis	796
craig-hall	797
craig-olejnik	798
craig_bierko	799
craig_brunanski	800
craig_henne	801
craig_johnson	802
craig_kelly	803
craig_kirkwood	804
craig_t_nelson	805
creighton_hale	806
crystal_a_elliott	807
cuba_gooding_jr	808
curt-bois	809
curtis_hanson	810
curtis_plagge	811
cyd_charisse	812
cynthia-oneal	813
cynthia_burr	814
cynthia_nixon	815
cynthia_stevenson	816
dabbs_greer	817
dabney_coleman	818
dagmara_dominczyk	819
daisy_belmore	820
dakota_fanning	821
dale_dickey	822
dale_dye	823
damian_jones	824
damien_jackson	825
damien_lee_stirk	826
damir_kukulj	827
damir_saban	828
dan_aykroyd	829
dan_butler	830
dan_fogler	831
dan_foster	832
dan_hedaya	833
dan_joffre	834
dan_mccann	835
dan_ziskie	836
dana_anderson	837
dana_carvey	838
dana_delany	839
dana_wynter	840
dandy_nichols	841
dane_garretson	842
daniel_auteuil	843
daniel_benzali	844
daniel_bryan_corkill	845
daniel_caltagirone	846
daniel_cudmore	847
daniel_dae_kim	848
daniel_desanto	849
daniel_dion	850
daniel_franzese	851
daniel_hugh_kelly	852
daniel_rodgers	853
daniel_stern	854
daniel_villarreal	855
daniel_von_bargen	856
daniel_webb	857
daniel_wesley	858
daniel_york	859
danielle_darrieux	860
danny_boyle	861
danny_devito	862
danny_dyer	863
danny_elfman	864
danny_huston	865
danny_kaye	866
danny_kortchmar	867
danny_masterson	868
danny_nelson	869
danny_nucci	870
danny_trejo	871
danny_webb	872
darlene_carr	873
darrell_orydzuk	874
darren_boyd	875
darren_shahlavi	876
darrie_lawrence	877
darryl_chan	878
daryl_hannah	879
daryl_mitchell	880
dash_mihok	881
dato_bakhtadze	882
dave_chappelle	883
dave_foley	884
dave_goelz	885
dave_holmes	886
dave_tosh	887
daveigh_chase	888
david-st-james	889
david-warshofsky	890
david_alan_basche	891
david_arneil	892
david_arquette	893
david_brown_jr	894
david_caruso	895
david_christo	896
david_conrad	897
david_cronenberg	898
david_de_lange	899
david_denman	900
david_dorfman	901
david_dukes	902
david_fincher	903
david_foley	904
david_gianopoulos	905
david_gilbert	906
david_harbour	907
david_hemmings	908
david_kaff	909
david_kasday	910
david_koechner	911
david_kriegel	912
david_krumholtz	913
david_langham	914
david_lislegard	915
david_lynch	916
david_mamet	917
david_manners	918
david_naughton	919
david_niven	920
david_o_russell	921
david_ogden_stiers	922
david_oxley	923
david_paymer	924
david_povall	925
david_proval	926
david_prowse	927
david_ramsey	928
david_rasche	929
david_raynr	930
david_rudman	931
david_schofield	932
david_schwimmer	933
david_sharpe	934
david_solomini	935
david_steen	936
david_strathairn	937
david_stratton	938
david_suchet	939
david_thewlis	940
david_threlfall	941
david_twohy	942
david_vadim	943
david_wayne	944
david_zucker	945
davidpatrickohara	946
dawn_addams	947
dawn_collins	948
dean_jagger	949
dean_parisot	950
dean_stockwell	951
debbie_reynolds	952
debi_mazar	953
deborah_bundy	954
deborah_harry	955
deborah_kara_unger	956
deborah_kerr	957
deborah_rush	958
debra_jo_rupp	959
debra_messing	960
debra_monk	961
del_pentecost	962
delroy_lindo	963
denis-ohare	964
denis_forest	965
denis_lavant	966
denis_lawson	967
denis_leary	968
denis_quilley	969
denise_crosby	970
denise_richards	971
dennis_boutsikaris	972
dennis_e_garber	973
dennis_farina	974
dennis_franz	975
dennis_holahan	976
dennis_hopper	977
dennis_miller	978
dennis_ross	979
denzel_washington	980
deray_davis	981
derek_jacobi	982
derek_luke	983
derek_mitchell	984
dermot_mulroney	985
desmond_harrington	986
devon_aoki	987
devon_gummersall	988
devoreaux-white	989
dewey_martin	990
diabolo	991
diana_lee_inosanto	992
diana_scarwid	993
diane_baker	994
diane_delano	995
diane_english	996
diane_keaton	997
diane_kruger	998
diane_sokolow	999
diane_stanley	1000
dick_oneill	1001
diedrich_bader	1002
dietrice_a_bolden	1003
dina-spybey	1004
dina_gardener	1005
director-ridley-scott	1006
dj_qualls	1007
djimon_hounsou	1008
dl_hughley	1009
domenica_scorsese	1010
dominic_colon	1011
dominic_sena	1012
dominic_west	1013
dominique_pinon	1014
dominique_swain	1015
domiziana_giordano	1016
don_bluth	1017
don_cheadle	1018
don_fischer	1019
don_haggerty	1020
don_hulbert	1021
don_lake	1022
don_mckellar	1023
don_mcmanus	1024
don_rickels	1025
don_rickles	1026
don_roos	1027
don_siegel	1028
don_sparks	1029
donal_logue	1030
donald_crisp	1031
donald_moffat	1032
donald_oconnor	1033
donald_petrie	1034
donald_sutherland	1035
donna-bullock	1036
donnie_wahlberg	1037
dorian_kingi	1038
doris_smith	1039
doro_merande	1040
dorothy_malone	1041
dorothy_patrick	1042
doug_hutchinson	1043
doug_hutchison	1044
doug_jones	1045
doug_liman	1046
doug_savant	1047
doug_silberstein	1048
douglas_fairbanks	1049
douglas_fowley	1050
douglas_henderson	1051
douglas_lambert	1052
dougray_scott	1053
dragan_micanovic	1054
drake_arden	1055
draper_shreeve	1056
drew_barrymore	1057
duane_lee_chapman_jr	1058
duane_martin	1059
dudley_moore	1060
dule_hill	1061
duncan-fraser	1062
duncan-lamont	1063
dustin_bollinger	1064
dustin_hoffman	1065
dustyn_arthurs	1066
dwight_frye	1067
dwight_h_little	1068
dwight_schultz	1069
dwight_yoakam	1070
dylan-mclaughlin	1071
dylan_baker	1072
dylan_carusona	1073
dylan_mcdermott	1074
eamonn_walker	1075
earl_c_poitier	1076
ed_anders	1077
ed_begley_jr	1078
ed_bishop	1079
ed_geldart	1080
ed_harris	1081
ed_lauter	1082
ed_oneill	1083
ed_oross	1084
ed_white	1085
eddie-redmayne	1086
eddie_bo_smith_jr	1087
eddie_cibrian	1088
eddie_conna	1089
eddie_griffin	1090
eddie_izzard	1091
eddie_kaye_thomas	1092
eddie_marsan	1093
eddie_martinez	1094
eddie_murphy	1095
eddie_velez	1096
edgar_allan_poe_iv	1097
edie_falco	1098
edie_mcclurg	1099
edmond_obrien	1100
edmund-lyndeck	1101
eduardo_arozamena	1102
eduardo_noriega	1103
edward_bunker	1104
edward_burns	1105
edward_fox	1106
edward_furlong	1107
edward_hearn	1108
edward_herrmann	1109
edward_jemison	1110
edward_norton	1111
edward_van_sloan	1112
edward_zwick	1113
edwin_j_mcdonough	1114
eijiro_tono	1115
eiko-miyoshi	1116
eileen-ryan	1117
eileen_stevens	1118
eion_bailey	1119
elaine_robinson	1120
elaine_stewart	1121
elden_henson	1122
elena_buda	1123
eli_marienthal	1124
eli_wallach	1125
elias_koteas	1126
elijah_wood	1127
elisabeth_shue	1128
elise_neal	1129
elisha_cook_jr	1130
elisha_cuthbert	1131
elizabeth_banks	1132
elizabeth_hoffman	1133
elizabeth_hurley	1134
elizabeth_lawrence	1135
elizabeth_mcgovern	1136
elizabeth_mitchell	1137
elizabeth_moyer	1138
elizabeth_pena	1139
elizabeth_peterson	1140
elizabeth_thomas	1141
ellen-albertini-dow	1142
ellen_barkin	1143
ellen_burstyn	1144
ellen_cleghorne	1145
ellen_degeneres	1146
ellen_lewis	1147
elliott_gould	1148
elpidia_carrillo	1149
elsa_lanchester	1150
elya_baskin	1151
embeth_davidtz	1152
emelie_jeffries	1153
emile_hirsch	1154
emilia_crow	1155
emilio_rivera	1156
emily_ann_lloyd	1157
emily_mortimer	1158
emily_watson	1159
emmy_rossum	1160
emory_parnell	1161
enrico_colantoni	1162
enzo_turrin	1163
eric_bogosian	1164
eric_bradley	1165
eric_idle	1166
eric_mabius	1167
eric_wilton	1168
erich_rathfelder	1169
erick_avari	1170
erik_per_sullivan	1171
erik_von_detten	1172
erika_christensen	1173
erinn_bartlett	1174
ernest_borgnine	1175
ernest_clark	1176
ernie_hudson_jr	1177
ernie_reyes_jr	1178
erwin_leder	1179
erykah_badu	1180
estelle_etterre	1181
estelle_harris	1182
ethan-embry	1183
ethan_coen	1184
ethan_erickson	1185
ethan_hawke	1186
ethan_suplee	1187
etienne_girardot	1188
eugene_choy	1189
eugene_levy	1190
eugene_lipinski	1191
eugene_roche	1192
eva_amurri	1193
eva_mendes	1194
evan_handler	1195
evan_parke	1196
evan_rachel_wood	1197
eve_brent_ashe	1198
eve_gordon	1199
evelyn_lopez	1200
ever_carradine	1201
everett_glass	1202
everett_mcgill	1203
everett_quinton	1204
ewan_mcgregor	1205
ewan_stewart	1206
ewen_bremner	1207
ewen_solon	1208
f_gary_gray	1209
f_murray_abraham	1210
f_william_parker	1211
faizon_love	1212
famke_janssen	1213
fannie_flagg	1214
farrah_fawcett	1215
faye_dunaway	1216
federique_feder	1217
felicity_huffman	1218
feodor_atkine	1219
fifi_donahue	1220
fionnula_flanagan	1221
flea	1222
flora_robson	1223
floyd_vanbuskirk	1224
forest_burton	1225
forest_whitaker	1226
forrest_landis	1227
forrest_norgaard	1228
forrester_harvey	1229
fran_drescher	1230
fran_kranz	1231
frances_bay	1232
frances_dade	1233
frances_e_nealy	1234
frances_fisher	1235
frances_mcdormand	1236
frances_oconnor	1237
francesca_annis	1238
francis_de_wolff	1239
francoise_dorleac	1240
francoise_yip	1241
frank-benson	1242
frank-pellegrino	1243
frank-sivero	1244
frank_burt_avalon	1245
frank_c_turner	1246
frank_collison	1247
frank_coraci	1248
frank_darabont	1249
frank_finlay	1250
frank_grimes	1251
frank_mcrae	1252
frank_oz	1253
frank_s_hagney	1254
frank_sinatra	1255
frank_vincent	1256
frank_whaley	1257
franka_potente	1258
frankie_faison	1259
franklin_j_schaffner	1260
fred_asparagus	1261
fred_burrell	1262
fred_dalton_thompson	1263
fred_ewanuick	1264
fred_vroom	1265
fred_ward	1266
fred_weller	1267
fred_willard	1268
freddie_highmore	1269
freddie_jones	1270
freddie_prinze_jr	1271
frederick_koehler	1272
frederick_vroom	1273
frederick_warder	1274
frederick_weller	1275
frederik_du_chau	1276
fredric_march	1277
fritz_fleischhacker	1278
fritz_leiber	1279
fritz_michel	1280
fulton_mackay	1281
fulvio_cecere	1282
gabriel_byrne	1283
gabriel_casseus	1284
gabriel_macht	1285
gabriel_mann	1286
gabriel_mick	1287
gabrielle_anwar	1288
gabrielle_rose	1289
gabrielle_union	1290
gaby-hoffmann	1291
gail_monian	1292
gail_ogrady	1293
ganjiro_nakamura	1294
garcelle-beauvaisnilon	1295
garnett_smith	1296
garr_stevens	1297
garret_dillahunt	1298
garrett_hedlund	1299
garry_marshall	1300
garry_shandling	1301
garwin_sanford	1302
gary-werntz	1303
gary_anthony_williams	1304
gary_basaraba	1305
gary_busey	1306
gary_cervantes	1307
gary_cole	1308
gary_dourdan	1309
gary_oldman	1310
gary_owens	1311
gary_sinise	1312
gary_toy	1313
gastone_rossilli	1314
gates_mcfadden	1315
gavin_lee	1316
gavin_wilkinson	1317
gd_spradlin	1318
gedde_watanabe	1319
gem_collingwood	1320
gemma_jones	1321
gena_rowlands	1322
gene_barry	1323
gene_hackman	1324
gene_kelly	1325
gene_lockhart	1326
geno_silva	1327
geoff_stults	1328
geoffrey_blake	1329
geoffrey_rush	1330
georgann_johnson	1331
george_chakiris	1332
george_clooney	1333
george_costigan	1334
george_coulouris	1335
george_epperson	1336
george_gallo	1337
george_grizzard	1338
george_kelly	1339
george_kennedy	1340
george_leonarpopoulas	1341
george_lopez	1342
george_lucas	1343
george_mcdaniel	1344
george_newbern	1345
george_orrison	1346
george_plimpton	1347
george_roy_hill	1348
george_sanders	1349
george_silver	1350
george_tobias	1351
george_w_bush	1352
george_wallace	1353
george_wendt	1354
george_zucco	1355
georgia_creighton	1356
georgie-glen	1357
georgina_hagerty	1358
geraldine_chaplin	1359
geraldine_fitzgerald	1360
geraldine_james	1361
geraldine_mcewan	1362
geraldine_quinn	1363
gerard_butler	1364
gerard_depardieu	1365
gerard_mcsorley	1366
gero_camilo	1367
gerritgraham	1368
giancarlo_esposito	1369
giancarlo_giannini	1370
gianni_russo	1371
gig_young	1372
gil_amelio	1373
gil_baretto	1374
gil_rankin	1375
gina_gershon	1376
